DATE,CODE,NAME,WEBSITE LINK, LAST 12 MONTHS Low,LAST 12 MONTHS High,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
05-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 31.80 , 31.80 , 31.80 , 31.80 , - ,-,-,
05-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 39.95 , 34.10 , 35.00 , 34.40 , 34.25 , 0.15 ,0.44%,7743600,
05-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 9.16 , 5.60 , 6.40 , 5.68 , 5.84 , (0.16),2.74%,48100,
05-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,615.00 "," 2,100.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 ", - ,-,-,
05-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 177.68 , 179.10 , 177.98 , 177.94 , 0.04 ,0.02%,-,
05-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 197.19 , 200.11 , 198.26 , 197.70 , 0.56 ,0.28%,-,
05-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,877.89 "," 1,877.89 "," 1,877.89 "," 1,872.42 ", 5.47 ,0.29%,-,
05-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,412.13 "," 3,412.13 "," 3,412.13 "," 3,410.11 ", 2.02 ,0.06%,-,
05-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.11 , 152.49 , 152.49 , 152.49 , 152.04 , 0.45 ,0.30%,-,
05-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,785.74 "," 1,785.74 "," 1,785.74 "," 1,781.47 ", 4.27 ,0.24%,-,
05-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,552.69 "," 1,405.41 "," 1,405.41 "," 1,405.41 "," 1,403.33 ", 2.08 ,0.15%,-,
06-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 14.50 , 12.50 , 12.50 , 12.50 , 12.50 , - ,-,-,
06-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 301.00 , 397.00 , 365.00 , 365.00 , 365.00 , 365.00 , - ,-,-,
06-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 64.00 , 90.00 , 78.00 , 78.00 , 78.00 , 78.00 , - ,-,-,
06-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
06-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 18.90 , 19.50 , 18.95 , 19.50 , (0.55),2.82%,10500,
06-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 110.00 , 150.00 , 127.50 , 130.00 , 128.25 , 130.00 , (1.75),1.35%,1000,
06-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 24.00 , 24.00 , 24.00 , 22.50 , 1.50 ,6.67%,100,
06-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 9.40 , 9.68 , 9.44 , 9.44 , - ,-,233400,
06-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 25.00 , 20.50 , 20.50 , 20.50 , 20.50 , - ,-,-,
06-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.50 , 12.80 , 12.60 , 12.50 , 0.10 ,0.80%,117100,
06-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 90.00 , 76.00 , 77.00 , 76.75 , 76.25 , 0.50 ,0.66%,8600,
06-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 35.75 , 36.15 , 36.00 , 36.05 , (0.05),0.14%,4349400,
06-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.18 , 3.60 , 3.38 , 3.30 , 0.08 ,2.42%,26500,
06-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 45.00 , 45.00 , 45.00 , 43.50 , 1.50 ,3.45%,64000,
06-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 38.00 , 38.95 , 38.50 , 38.50 , - ,-,2287900,
06-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
06-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 25.00 , 25.70 , 25.05 , 25.75 , (0.70),2.72%,89600,
06-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 104.00 , 79.00 , 85.00 , 80.25 , 85.00 , (4.75),5.59%,1600,
06-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 201.00 , 138.50 , 145.00 , 141.25 , 144.50 , (3.25),2.25%,161100,
06-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
06-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.18 , 1.20 , 1.18 , 1.23 , (0.05),4.07%,10000,
06-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 3.50 , 3.61 , 3.51 , 3.61 , (0.10),2.77%,1900,
06-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.80 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
06-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.70 , 4.87 , 4.71 , 4.75 , (0.04),0.84%,2700,
06-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 4.04 , 4.90 , 4.65 , 4.48 , 0.17 ,3.79%,163700,
06-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 15.15 , 15.70 , 15.45 , 15.10 , 0.35 ,2.32%,26400,
06-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 2.95 , 3.57 , 3.44 , 3.25 , 0.19 ,5.85%,13200,
06-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 21.00 , 21.00 , 21.00 , 22.50 , (1.50),6.67%,200,
06-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 16.00 , 16.00 , 16.00 , 16.00 , - ,-,2200,
06-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.21 , 0.40 , 0.29 , 0.30 , 0.30 , 0.28 , 0.02 ,7.14%,4300,
06-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 5.90 , 6.10 , 5.96 , 6.00 , (0.04),0.67%,105900,
06-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
06-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 50.00 , 38.00 , 39.00 , 38.50 , 38.20 , 0.30 ,0.79%,62300,
06-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 53.00 , 38.00 , 38.00 , 38.00 , 38.00 , - ,-,-,
06-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.24 , 2.43 , 1.44 , 1.46 , 1.45 , 1.45 , - ,-,5100,
06-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.80 , 16.00 , 11.00 , 11.00 , 11.00 , 11.00 , - ,-,-,
06-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.40 , 6.28 , 4.50 , 4.80 , 4.55 , 4.76 , (0.21),4.41%,245100,
06-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , - ,-,-,
06-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
06-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.70 , 1.75 , 1.71 , 1.71 , - ,-,670400,
06-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 24.40 , 24.40 , 24.40 , 24.40 , - ,-,-,
06-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 6.36 , 8.60 , 7.28 , 7.40 , 7.28 , 7.28 , - ,-,7600,
06-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 7.00 , 7.50 , 7.00 , 7.12 , (0.12),1.69%,3907100,
06-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.10 , 2.20 , 2.12 , 2.16 , (0.04),1.85%,17000,
06-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 296.00 , 285.00 , 292.00 , 290.00 , 285.00 , 5.00 ,1.75%,14800,
06-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.33 , 2.40 , 2.39 , 2.33 , 0.06 ,2.58%,318200,
06-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.00 , 7.50 , 7.40 , 7.50 , (0.10),1.33%,18900,
06-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 12.00 , 12.00 , 12.00 , 13.00 , (1.00),7.69%,3000,
06-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 16.50 , 17.25 , 17.05 , 17.10 , (0.05),0.29%,53700,
06-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.53 , 0.40 , 0.43 , 0.40 , 0.41 , (0.01),2.44%,54200,
06-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
06-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.00 , 2.40 , 2.06 , 2.20 , (0.14),6.36%,2500,
06-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.50 , 1.55 , 1.51 , 1.50 , 0.01 ,0.67%,35400,
06-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.98 , 8.24 , 8.40 , 8.38 , 8.40 , (0.02),0.24%,9100,
06-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 72.00 , 63.00 , 63.00 , 63.00 , 63.00 , - ,-,-,
06-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 385.00 , 385.00 , 385.00 , 385.00 , - ,-,400,
06-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 12.10 , 12.40 , 12.15 , 12.25 , (0.10),0.82%,18500,
06-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 143.25 , 185.00 , 154.00 , 160.00 , 155.50 , 155.00 , 0.50 ,0.32%,8400,
06-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.25 , 1.34 , 1.33 , 1.25 , 0.08 ,6.40%,2200,
06-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.50 , 10.50 , 10.50 , 10.50 , - ,-,-,
06-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 31.80 , 31.80 , 31.80 , 31.80 , - ,-,-,
06-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 39.95 , 34.50 , 35.05 , 35.00 , 34.40 , 0.60 ,1.74%,7923000,
06-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 9.16 , 5.56 , 6.24 , 6.22 , 5.68 , 0.54 ,9.51%,21900,
06-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,615.00 "," 2,100.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 ", - ,-,-,
06-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 177.50 , 179.56 , 178.29 , 177.98 , 0.31 ,0.17%,-,
06-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 198.21 , 200.47 , 199.70 , 198.26 , 1.44 ,0.73%,-,
06-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,869.26 "," 1,869.26 "," 1,869.26 "," 1,877.89 ", (8.63),0.46%,-,
06-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,428.83 "," 3,428.83 "," 3,428.83 "," 3,412.13 ", 16.70 ,0.49%,-,
06-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.11 , 153.82 , 153.82 , 153.82 , 152.49 , 1.33 ,0.87%,-,
06-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,790.36 "," 1,790.36 "," 1,790.36 "," 1,785.74 ", 4.62 ,0.26%,-,
06-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,552.69 "," 1,407.76 "," 1,407.76 "," 1,407.76 "," 1,405.41 ", 2.35 ,0.17%,-,
07-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 14.50 , 13.50 , 13.50 , 13.50 , 12.50 , 1.00 ,8.00%,100,
07-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 301.00 , 397.00 , 365.00 , 365.00 , 365.00 , 365.00 , - ,-,-,
07-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 64.00 , 90.00 , 78.00 , 78.00 , 78.00 , 78.00 , - ,-,100,
07-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
07-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 18.95 , 18.95 , 18.95 , 18.95 , - ,-,-,
07-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 110.00 , 150.00 , 128.00 , 128.00 , 128.00 , 128.25 , (0.25),0.19%,100,
07-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 24.00 , 24.00 , 24.00 , 24.00 , - ,-,-,
07-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 9.36 , 9.46 , 9.40 , 9.44 , (0.04),0.42%,194700,
07-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 25.00 , 20.50 , 20.50 , 20.50 , 20.50 , - ,-,-,
07-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.60 , 13.00 , 12.85 , 12.60 , 0.25 ,1.98%,59900,
07-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 90.00 , 76.00 , 78.00 , 76.75 , 76.75 , - ,-,6100,
07-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 36.00 , 36.25 , 36.00 , 36.00 , - ,-,897100,
07-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.20 , 3.60 , 3.33 , 3.38 , (0.05),1.48%,109300,
07-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 45.50 , 45.50 , 45.50 , 45.00 , 0.50 ,1.11%,2000,
07-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 37.95 , 38.45 , 38.00 , 38.50 , (0.50),1.30%,60400,
07-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
07-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 25.50 , 26.00 , 25.55 , 25.05 , 0.50 ,2.00%,25300,
07-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 104.00 , 80.25 , 80.25 , 80.25 , 80.25 , - ,-,-,
07-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 201.00 , 135.00 , 144.00 , 139.75 , 141.25 , (1.50),1.06%,33800,
07-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
07-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.18 , 1.20 , 1.19 , 1.18 , 0.01 ,0.85%,1100,
07-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 3.51 , 3.61 , 3.54 , 3.51 , 0.03 ,0.85%,400,
07-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.80 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
07-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.71 , 4.71 , 4.71 , 4.71 , - ,-,-,
07-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 4.50 , 4.68 , 4.55 , 4.65 , (0.10),2.15%,23100,
07-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 15.30 , 15.50 , 15.40 , 15.45 , (0.05),0.32%,3000,
07-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 3.57 , 3.57 , 3.57 , 3.44 , 0.13 ,3.78%,4500,
07-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 22.50 , 22.50 , 22.50 , 21.00 , 1.50 ,7.14%,100,
07-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 16.00 , 16.00 , 16.00 , 16.00 , - ,-,-,
07-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.21 , 0.40 , 0.28 , 0.30 , 0.28 , 0.30 , (0.02),6.67%,303500,
07-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 6.00 , 6.50 , 6.06 , 5.96 , 0.10 ,1.68%,31900,
07-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
07-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 50.00 , 38.00 , 39.00 , 38.50 , 38.50 , - ,-,159600,
07-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 53.00 , 38.00 , 38.00 , 38.00 , 38.00 , - ,-,900,
07-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.24 , 2.43 , 1.31 , 1.45 , 1.31 , 1.45 , (0.14),9.66%,438700,
07-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.80 , 16.00 , 10.00 , 12.10 , 10.80 , 11.00 , (0.20),1.82%,3300,
07-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.40 , 6.28 , 4.50 , 4.75 , 4.52 , 4.55 , (0.03),0.66%,320600,
07-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , - ,-,-,
07-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
07-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.70 , 1.75 , 1.73 , 1.71 , 0.02 ,1.17%,276300,
07-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 24.00 , 24.50 , 24.05 , 24.40 , (0.35),1.43%,1200,
07-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 6.36 , 8.60 , 7.30 , 7.40 , 7.32 , 7.28 , 0.04 ,0.55%,1300,
07-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 6.98 , 7.50 , 7.26 , 7.00 , 0.26 ,3.71%,20900,
07-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.10 , 2.17 , 2.15 , 2.12 , 0.03 ,1.42%,111700,
07-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 296.00 , 290.00 , 290.00 , 290.00 , 290.00 , - ,-,1000,
07-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.36 , 2.49 , 2.41 , 2.39 , 0.02 ,0.84%,18000,
07-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.20 , 7.70 , 7.70 , 7.40 , 0.30 ,4.05%,24300,
07-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 12.00 , 12.00 , 12.00 , 12.00 , - ,-,-,
07-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 16.60 , 17.65 , 17.25 , 17.05 , 0.20 ,1.17%,133300,
07-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.53 , 0.38 , 0.41 , 0.38 , 0.40 , (0.02),5.00%,208000,
07-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
07-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.06 , 2.06 , 2.06 , 2.06 , - ,-,-,
07-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.50 , 1.50 , 1.50 , 1.51 , (0.01),0.66%,7300,
07-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.98 , 8.20 , 8.40 , 8.38 , 8.38 , - ,-,49400,
07-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 72.00 , 63.00 , 63.00 , 63.00 , 63.00 , - ,-,800,
07-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 390.00 , 390.00 , 390.00 , 385.00 , 5.00 ,1.30%,1800,
07-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 12.25 , 12.40 , 12.30 , 12.15 , 0.15 ,1.23%,36300,
07-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 143.25 , 185.00 , 158.00 , 158.00 , 158.00 , 155.50 , 2.50 ,1.61%,300,
07-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.29 , 1.36 , 1.30 , 1.33 , (0.03),2.26%,4600,
07-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.50 , 10.50 , 10.50 , 10.50 , - ,-,-,
07-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 31.80 , 31.80 , 31.80 , 31.80 , - ,-,-,
07-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 39.95 , 34.60 , 35.05 , 34.95 , 35.00 , (0.05),0.14%,2094700,
