DATE,CODE,NAME,WEBSITE LINK, LAST 12 MONTHS Low,LAST 12 MONTHS High,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
27-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.07 , 1.08 , 1.08 , 1.10 , (0.02),1.82%,1600,
27-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 4.28 , 4.28 , 4.28 , 4.14 , 0.14 ,3.38%,1000,
27-04-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.80 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
27-04-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.30 , 4.65 , 4.46 , 4.28 , 0.18 ,4.21%,900,
27-04-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 4.60 , 5.10 , 4.92 , 4.67 , 0.25 ,5.35%,43200,
27-04-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 17.00 , 17.00 , 17.00 , 17.00 , - ,-,18200,
27-04-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 3.64 , 3.85 , 3.75 , 3.64 , 0.11 ,3.02%,200,
27-04-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 18.00 , 19.00 , 18.05 , 19.00 , (0.95),5.00%,2100,
27-04-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 16.80 , 16.80 , 16.80 , 16.80 , - ,-,-,
27-04-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.24 , 0.25 , 0.24 , 0.24 , - ,-,9000,
27-04-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 5.94 , 6.18 , 5.98 , 5.94 , 0.04 ,0.67%,153500,
27-04-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
27-04-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 48.00 , 41.50 , 42.00 , 41.90 , 41.95 , (0.05),0.12%,18000,
27-04-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 53.00 , 38.10 , 38.10 , 38.10 , 38.10 , - ,-,1400,
27-04-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.24 , 2.43 , 1.28 , 1.36 , 1.30 , 1.29 , 0.01 ,0.78%,53200,
27-04-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.80 , 16.00 , 8.00 , 8.00 , 8.00 , 8.00 , - ,-,200,
27-04-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.20 , 6.28 , 4.20 , 4.40 , 4.24 , 4.27 , (0.03),0.70%,1270600,
27-04-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 4.53 , 4.53 , 4.53 , 4.53 , - ,-,-,
27-04-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
27-04-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.42 , 1.46 , 1.44 , 1.44 , - ,-,486200,
27-04-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 23.50 , 24.00 , 24.00 , 23.90 , 0.10 ,0.42%,8000,
27-04-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.60 , 8.60 , 5.80 , 6.30 , 5.90 , 6.12 , (0.22),3.59%,43800,
27-04-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 6.80 , 7.48 , 6.88 , 7.08 , (0.20),2.82%,2755200,
27-04-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.10 , 2.30 , 2.15 , 2.29 , (0.14),6.11%,65500,
27-04-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 299.75 , 280.00 , 280.00 , 280.00 , 280.00 , - ,-,-,
27-04-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.40 , 2.50 , 2.42 , 2.50 , (0.08),3.20%,87000,
27-04-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.60 , 7.60 , 7.60 , 7.80 , (0.20),2.56%,800,
27-04-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 11.50 , 11.50 , 11.50 , 11.45 , 0.05 ,0.44%,1500,
27-04-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 15.50 , 16.00 , 15.60 , 16.00 , (0.40),2.50%,44900,
27-04-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.53 , 0.38 , 0.40 , 0.39 , 0.38 , 0.01 ,2.63%,2000,
27-04-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
27-04-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.21 , 2.21 , 2.21 , 2.21 , - ,-,-,
27-04-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.20 , 1.30 , 1.20 , 1.32 , (0.12),9.09%,4600,
27-04-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.98 , 8.28 , 8.50 , 8.40 , 8.56 , (0.16),1.87%,4300,
27-04-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 71.00 , 62.00 , 62.00 , 62.00 , 62.00 , - ,-,-,
27-04-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 450.00 , 460.00 , 452.00 , 434.75 , 17.25 ,3.97%,2500,
27-04-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.90 , 12.95 , 12.20 , 11.95 , 0.25 ,2.09%,4000,
27-04-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 185.00 , 165.00 , 170.00 , 167.75 , 168.50 , (0.75),0.45%,2900,
27-04-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.20 , 1.34 , 1.25 , 1.32 , (0.07),5.30%,46300,
27-04-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
27-04-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 27.00 , 33.00 , 29.50 , 29.50 , 29.50 , 29.50 , - ,-,-,
27-04-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 40.20 , 39.00 , 39.60 , 39.35 , 39.00 , 0.35 ,0.90%,10080800,
27-04-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 8.98 , 6.00 , 6.14 , 6.02 , 6.08 , (0.06),0.99%,3100,
27-04-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,710.00 "," 2,100.00 "," 1,855.00 "," 1,855.00 "," 1,855.00 "," 1,855.00 ", - ,-,-,
27-04-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 186.22 , 189.24 , 187.17 , 189.09 , (1.92),1.02%,-,
27-04-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 213.99 , 216.04 , 215.23 , 215.83 , (0.60),0.28%,-,
27-04-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,868.38 "," 1,868.38 "," 1,868.38 "," 1,888.68 ", (20.30),1.07%,-,
27-04-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,629.75 "," 3,629.75 "," 3,629.75 "," 3,641.27 ", (11.52),0.32%,-,
27-04-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.11 , 166.42 , 166.42 , 166.42 , 166.08 , 0.34 ,0.20%,-,
27-04-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,935.51 "," 1,935.51 "," 1,935.51 "," 1,937.25 ", (1.74),0.09%,-,
27-04-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,559.58 "," 1,545.89 "," 1,545.89 "," 1,545.89 "," 1,542.99 ", 2.90 ,0.19%,-,
28-04-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 15.00 , 15.00 , 15.00 , 15.00 , 15.00 , - ,-,-,
28-04-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 320.00 , 397.00 , 355.00 , 355.00 , 355.00 , 355.00 , - ,-,-,
28-04-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 66.50 , 90.00 , 82.00 , 82.00 , 82.00 , 82.00 , - ,-,5700,
28-04-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
28-04-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 17.30 , 17.30 , 17.30 , 17.85 , (0.55),3.08%,500,
28-04-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 114.00 , 150.00 , 145.00 , 148.00 , 147.00 , 145.00 , 2.00 ,1.38%,300,
28-04-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 21.60 , 21.60 , 21.60 , 21.60 , - ,-,-,
28-04-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 8.62 , 8.76 , 8.68 , 8.64 , 0.04 ,0.46%,153800,
28-04-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 27.00 , 25.00 , 27.00 , 26.00 , 25.00 , 1.00 ,4.00%,313600,
28-04-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 11.90 , 12.45 , 12.00 , 11.90 , 0.10 ,0.84%,797600,
28-04-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 85.00 , 64.25 , 67.25 , 66.25 , 68.25 , (2.00),2.93%,1600,
28-04-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 39.00 , 39.50 , 39.45 , 39.15 , 0.30 ,0.77%,209700,
28-04-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.75 , 3.99 , 3.80 , 3.96 , (0.16),4.04%,6300,
28-04-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 44.95 , 49.95 , 45.05 , 47.50 , (2.45),5.16%,155500,
28-04-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 39.50 , 41.00 , 39.95 , 39.70 , 0.25 ,0.63%,204900,
28-04-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
28-04-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 24.10 , 24.85 , 24.25 , 24.85 , (0.60),2.41%,1300,
28-04-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 101.50 , 83.00 , 83.00 , 83.00 , 76.00 , 7.00 ,9.21%,12000,
28-04-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 190.00 , 134.00 , 139.75 , 136.25 , 141.00 , (4.75),3.37%,2400,
28-04-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
28-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.01 , 1.01 , 1.01 , 1.08 , (0.07),6.48%,4200,
28-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 4.28 , 4.28 , 4.28 , 4.28 , - ,-,-,
28-04-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.82 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
28-04-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.30 , 4.60 , 4.48 , 4.46 , 0.02 ,0.45%,2600,
28-04-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 4.49 , 4.70 , 4.55 , 4.92 , (0.37),7.52%,80500,
28-04-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 16.80 , 17.00 , 17.00 , 17.00 , - ,-,4100,
28-04-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 3.75 , 3.75 , 3.75 , 3.75 , - ,-,-,
28-04-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 19.00 , 19.00 , 19.00 , 18.05 , 0.95 ,5.26%,600,
28-04-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 15.50 , 15.50 , 15.50 , 16.80 , (1.30),7.74%,700,
28-04-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.24 , 0.25 , 0.25 , 0.24 , 0.01 ,4.17%,1500,
28-04-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 6.00 , 6.16 , 6.00 , 5.98 , 0.02 ,0.33%,1230600,
28-04-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
28-04-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 48.00 , 40.00 , 41.95 , 40.70 , 41.90 , (1.20),2.86%,52100,
28-04-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 53.00 , 38.10 , 38.10 , 38.10 , 38.10 , - ,-,-,
28-04-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.24 , 2.43 , 1.29 , 1.36 , 1.30 , 1.30 , - ,-,8300,
28-04-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.50 , 16.00 , 8.00 , 8.00 , 8.00 , 8.00 , - ,-,100,
28-04-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.20 , 6.28 , 4.27 , 4.35 , 4.30 , 4.24 , 0.06 ,1.42%,343700,
28-04-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 4.53 , 4.53 , 4.53 , 4.53 , - ,-,-,
28-04-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
28-04-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.38 , 1.45 , 1.41 , 1.44 , (0.03),2.08%,348900,
28-04-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 23.25 , 24.00 , 23.85 , 24.00 , (0.15),0.63%,5200,
28-04-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.50 , 8.60 , 5.60 , 6.30 , 6.04 , 5.90 , 0.14 ,2.37%,800,
28-04-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 7.02 , 7.38 , 7.06 , 6.88 , 0.18 ,2.62%,6000,
28-04-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.20 , 2.30 , 2.24 , 2.15 , 0.09 ,4.19%,141900,
28-04-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 299.75 , 275.00 , 280.00 , 277.50 , 280.00 , (2.50),0.89%,1400,
28-04-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.44 , 2.50 , 2.47 , 2.42 , 0.05 ,2.07%,36800,
28-04-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.50 , 7.80 , 7.72 , 7.60 , 0.12 ,1.58%,2900,
28-04-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 11.50 , 11.50 , 11.50 , 11.50 , - ,-,-,
28-04-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 15.50 , 15.90 , 15.55 , 15.60 , (0.05),0.32%,17900,
28-04-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.53 , 0.39 , 0.41 , 0.40 , 0.39 , 0.01 ,2.56%,6900,
28-04-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
28-04-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.00 , 2.08 , 2.00 , 2.21 , (0.21),9.50%,1800,
28-04-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.20 , 1.30 , 1.23 , 1.20 , 0.03 ,2.50%,800,
28-04-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.82 , 8.40 , 8.70 , 8.54 , 8.40 , 0.14 ,1.67%,14300,
28-04-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 71.00 , 62.00 , 62.00 , 62.00 , 62.00 , - ,-,-,
28-04-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 460.00 , 460.00 , 460.00 , 452.00 , 8.00 ,1.77%,4600,
28-04-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 12.00 , 12.10 , 12.00 , 12.20 , (0.20),1.64%,201200,
28-04-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 185.00 , 165.00 , 169.00 , 168.75 , 167.75 , 1.00 ,0.60%,32000,
28-04-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.30 , 1.30 , 1.30 , 1.25 , 0.05 ,4.00%,1200,
28-04-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
28-04-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 27.00 , 33.00 , 29.50 , 29.50 , 29.50 , 29.50 , - ,-,-,
28-04-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 41.00 , 39.00 , 40.20 , 39.90 , 39.35 , 0.55 ,1.40%,11071200,
28-04-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 8.98 , 6.00 , 6.14 , 6.02 , 6.02 , - ,-,34400,
28-04-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,710.00 "," 2,100.00 "," 1,855.00 "," 1,855.00 "," 1,855.00 "," 1,855.00 ", - ,-,-,
28-04-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 186.72 , 190.30 , 188.12 , 187.17 , 0.95 ,0.51%,-,
28-04-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 214.09 , 218.53 , 216.85 , 215.23 , 1.62 ,0.75%,-,
28-04-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,876.88 "," 1,876.88 "," 1,876.88 "," 1,868.38 ", 8.50 ,0.45%,-,
28-04-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,656.78 "," 3,656.78 "," 3,656.78 "," 3,629.75 ", 27.03 ,0.74%,-,
28-04-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.19 , 168.04 , 168.04 , 168.04 , 166.42 , 1.62 ,0.97%,-,
28-04-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,953.54 "," 1,953.54 "," 1,953.54 "," 1,935.51 ", 18.03 ,0.93%,-,
28-04-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,559.58 "," 1,559.58 "," 1,559.58 "," 1,559.58 "," 1,545.89 ", 13.69 ,0.89%,-,
29-04-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 15.00 , 14.00 , 14.00 , 14.00 , 15.00 , (1.00),6.67%,2000,
29-04-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 320.00 , 397.00 , 355.00 , 355.00 , 355.00 , 355.00 , - ,-,-,
29-04-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 66.50 , 90.00 , 82.00 , 82.00 , 82.00 , 82.00 , - ,-,-,
29-04-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
29-04-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 17.30 , 17.35 , 17.30 , 17.30 , - ,-,6000,
29-04-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 114.00 , 150.00 , 145.00 , 150.00 , 149.25 , 147.00 , 2.25 ,1.53%,2700,
29-04-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 21.60 , 21.60 , 21.60 , 21.60 , - ,-,-,
29-04-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 8.70 , 8.78 , 8.74 , 8.68 , 0.06 ,0.69%,49200,
29-04-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 27.00 , 26.00 , 26.00 , 26.00 , 26.00 , - ,-,-,
29-04-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 11.95 , 12.35 , 12.00 , 12.00 , - ,-,236500,
29-04-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 85.00 , 66.25 , 66.25 , 66.25 , 66.25 , - ,-,-,
29-04-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 39.00 , 39.15 , 39.00 , 39.45 , (0.45),1.14%,1242200,
29-04-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.75 , 4.00 , 3.98 , 3.80 , 0.18 ,4.74%,66000,
29-04-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 44.50 , 48.00 , 44.50 , 45.05 , (0.55),1.22%,1074800,
29-04-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 40.00 , 40.45 , 40.20 , 39.95 , 0.25 ,0.63%,94300,
29-04-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
29-04-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 24.50 , 25.00 , 24.55 , 24.25 , 0.30 ,1.24%,22400,
29-04-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 101.50 , 83.00 , 83.00 , 83.00 , 83.00 , - ,-,400,
29-04-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 190.00 , 133.00 , 136.00 , 134.25 , 136.25 , (2.00),1.47%,7900,
29-04-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
29-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.00 , 1.08 , 1.01 , 1.01 , - ,-,69700,
29-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 4.00 , 4.50 , 4.30 , 4.28 , 0.02 ,0.47%,2300,
