DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
05-10-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.86 , 4.00 , 4.20 , 4.05 , 4.10 , (0.05),1.22%,27300, - 
05-10-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 473.00 , 473.00 , 473.00 , 473.00 ,  -  ,-,-, - 
05-10-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 15.40 , 16.80 , 15.70 , 15.60 , 0.10 ,0.64%,15700, 3.93 
05-10-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.50 , 12.50 , 12.50 , 12.50 ,  -  ,-,4000, - 
05-10-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 21.00 , 21.00 , 21.00 , 21.00 ,  -  ,-,200, - 
05-10-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 25.50 , 27.50 , 28.00 , 27.55 , 28.00 , (0.45),1.61%,13500, - 
05-10-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.75 , 0.75 , 0.75 , 0.70 , 0.05 ,7.14%,1504400, - 
05-10-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
05-10-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.40 , 2.50 , 2.45 , 2.50 , (0.05),2.00%,1400, - 
05-10-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 3.35 , 3.35 , 3.35 , 3.35 ,  -  ,-,700, - 
05-10-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 14.00 , 14.25 , 14.00 , 14.00 ,  -  ,-,39300, - 
05-10-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 75.25 , 81.50 , 81.50 , 81.50 , 81.50 ,  -  ,-,-, - 
05-10-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 600.00 , 600.00 , 600.00 , 600.00 ,  -  ,-,200, - 
05-10-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.75 , 10.90 , 10.85 , 10.75 , 0.10 ,0.93%,12000, - 
05-10-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 186.00 , 190.00 , 186.00 , 188.00 , (2.00),1.06%,74300, - 
05-10-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.60 , 3.10 , 3.40 , 3.10 , 3.40 , (0.30),8.82%,8900, - 
05-10-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-, - 
05-10-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.55 , 0.60 , 0.55 , 0.55 ,  -  ,-,53200, - 
05-10-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 37.75 , 37.75 , 37.75 , 37.75 ,  -  ,-,1000, - 
05-10-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 24.50 , 25.00 , 24.75 , 24.50 , 0.25 ,1.02%,12411100, - 
05-10-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 9.90 , 10.40 , 10.00 , 10.10 , (0.10),0.99%,5700, - 
05-10-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,805.00 "," 2,100.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 ",  -  ,-,-, - 
05-10-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 206.92 , 183.49 , 186.20 , 183.66 , 184.07 , (0.41),0.22%,-, - 
05-10-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 231.45 , 189.72 , 192.11 , 189.84 , 189.94 , (0.10),0.05%,-, - 
05-10-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,954.93 "," 2,864.99 "," 2,864.99 "," 2,864.99 "," 2,876.85 ", (11.86),0.41%,-, - 
05-10-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,803.01 "," 3,809.99 "," 3,809.99 "," 3,809.99 "," 3,814.70 ", (4.71),0.12%,-, - 
05-10-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 174.87 , 150.88 , 150.88 , 150.88 , 150.52 , 0.36 ,0.24%,-, - 
05-10-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,128.95 "," 1,740.62 "," 1,740.62 "," 1,740.62 "," 1,745.28 ", (4.66),0.27%,-, - 
05-10-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,698.03 "," 1,486.04 "," 1,486.04 "," 1,486.04 "," 1,488.54 ", (2.50),0.17%,-, - 
08-10-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 10.00 , 15.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,100,
08-10-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 311.00 , 311.00 , 311.00 , 310.00 , 1.00 ,0.32%,100, - 
08-10-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 85.00 , 85.00 , 85.00 , 85.00 ,  -  ,-,-,
08-10-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 280.00 , 400.00 , 550.00 , 550.00 , 550.00 , 550.00 ,  -  ,-,-,
08-10-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 20.25 , 21.00 , 20.25 , 21.00 , (0.75),3.57%,1400, - 
08-10-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 139.00 , 139.00 , 139.00 , 140.00 , (1.00),0.71%,100, - 
08-10-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 35.20 , 18.00 , 19.00 , 18.95 , 18.00 , 0.95 ,5.28%,64200, - 
08-10-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.55 , 10.75 , 10.60 , 10.65 , (0.05),0.47%,111200, - 
08-10-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 15.30 , 15.55 , 15.30 , 15.35 , (0.05),0.33%,151300, - 
08-10-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 165.00 , 166.00 , 165.00 , 165.00 ,  -  ,-,3300,
08-10-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 40.50 , 41.00 , 40.50 , 40.50 ,  -  ,-,12500,
08-10-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 6.00 , 6.25 , 6.20 , 5.90 , 0.30 ,5.08%,75900, - 
08-10-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 91.00 , 92.00 , 92.00 , 91.00 , 1.00 ,1.10%,8500, 23.00 
08-10-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 38.00 , 39.25 , 38.50 , 38.75 , (0.25),0.65%,298000, - 
08-10-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.20 , 5.30 , 5.20 , 5.20 ,  -  ,-,61000,
08-10-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 24.25 , 25.25 , 24.75 , 24.75 ,  -  ,-,177800, 22.50 
08-10-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 90.00 , 92.00 , 90.00 , 90.00 ,  -  ,-,1000,
08-10-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 186.00 , 186.00 , 186.00 , 190.00 , (4.00),2.11%,5700, - 
08-10-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,-,
08-10-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.00 , 1.10 , 1.00 , 1.00 ,  -  ,-,6200,
08-10-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 5.05 , 5.05 , 5.05 , 5.05 ,  -  ,-,-,
08-10-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 11.80 , 12.55 , 12.05 , 12.35 , (0.30),2.43%,137600, - 
08-10-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.95 , 5.30 , 5.00 , 5.00 ,  -  ,-,37200,
08-10-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.55 , 1.55 , 1.55 , 1.55 ,  -  ,-,1200,
08-10-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 72.00 , 73.00 , 72.00 , 70.00 , 2.00 ,2.86%,12200, - 
08-10-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 2.30 , 2.30 , 2.30 , 2.35 , (0.05),2.13%,3200, - 
08-10-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 27.25 , 27.25 , 27.25 , 27.25 ,  -  ,-,-,
08-10-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 23.00 , 23.00 , 23.00 , 23.00 ,  -  ,-,1200,
08-10-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 0.80 , 0.85 , 0.80 , 0.85 , (0.05),5.88%,23700, - 
08-10-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 15.00 , 15.00 , 15.00 , 15.10 , (0.10),0.66%,900, - 
08-10-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-,
08-10-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 146.00 , 150.00 , 146.00 , 146.00 ,  -  ,-,4000,
08-10-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 85.50 , 85.50 , 85.50 , 85.50 ,  -  ,-,-,
08-10-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.80 , 2.95 , 2.80 , 2.80 ,  -  ,-,1800,
08-10-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 20.00 , 20.00 , 20.00 , 19.20 , 0.80 ,4.17%,500, - 
08-10-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 15.10 , 15.55 , 15.45 , 15.65 , (0.20),1.28%,91900, - 
08-10-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.75 , 6.95 , 6.75 , 6.75 ,  -  ,-,359300,
08-10-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-,
08-10-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-,
08-10-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 4.45 , 4.60 , 4.50 , 4.50 ,  -  ,-,398100,
08-10-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 27.50 , 28.00 , 27.75 , 27.75 ,  -  ,-,2100,
08-10-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 8.60 , 8.60 , 8.60 , 8.60 ,  -  ,-,1000,
08-10-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 11.05 , 11.70 , 11.10 , 10.85 , 0.25 ,2.30%,7700, - 
08-10-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.95 , 4.10 , 3.95 , 4.05 , (0.10),2.47%,43000, - 
08-10-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 473.00 , 473.00 , 473.00 , 473.00 ,  -  ,-,-,
08-10-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 15.40 , 16.00 , 15.55 , 15.70 , (0.15),0.96%,8900, 3.89 
08-10-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 13.40 , 13.50 , 13.40 , 12.50 , 0.90 ,7.20%,5700, - 
08-10-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 21.00 , 21.00 , 21.00 , 21.00 ,  -  ,-,-,
08-10-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 26.25 , 28.50 , 27.25 , 27.55 , (0.30),1.09%,15300, - 
08-10-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.75 , 0.80 , 0.75 , 0.75 ,  -  ,-,262200,
08-10-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-,
08-10-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.50 , 2.50 , 2.50 , 2.45 , 0.05 ,2.04%,1600, - 
08-10-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.12 , 3.05 , 3.05 , 3.05 , 3.35 , (0.30),8.96%,3300, - 
08-10-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 13.90 , 14.50 , 14.35 , 14.00 , 0.35 ,2.50%,29200, - 
08-10-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 81.50 , 81.50 , 81.50 , 81.50 ,  -  ,-,-,
08-10-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 315.00 , 500.00 , 600.00 , 600.00 , 600.00 , 600.00 ,  -  ,-,500,
08-10-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.85 , 10.85 , 10.85 , 10.85 ,  -  ,-,-,
08-10-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 185.00 , 189.00 , 185.00 , 186.00 , (1.00),0.54%,10300, - 
08-10-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 3.40 , 3.40 , 3.40 , 3.10 , 0.30 ,9.68%,100, - 
08-10-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-,
08-10-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.55 , 0.60 , 0.55 , 0.55 ,  -  ,-,85100,
08-10-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 37.75 , 37.75 , 37.75 , 37.75 ,  -  ,-,1400,
08-10-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 24.50 , 25.00 , 24.50 , 24.75 , (0.25),1.01%,4292000, - 
08-10-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.34 , 9.50 , 10.50 , 10.05 , 10.00 , 0.05 ,0.50%,10000, - 
08-10-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,855.00 "," 2,100.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 ",  -  ,-,-,
08-10-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 182.82 , 185.22 , 182.82 , 183.66 , (0.84),0.46%,-, - 
08-10-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 188.87 , 191.53 , 188.87 , 189.84 , (0.97),0.51%,-, - 
08-10-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.36 "," 2,866.06 "," 2,866.06 "," 2,866.06 "," 2,864.99 ", 1.07 ,0.04%,-, - 
08-10-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,911.79 "," 3,795.31 "," 3,795.31 "," 3,795.31 "," 3,809.99 ", (14.68),0.39%,-, - 
08-10-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 179.45 , 149.92 , 149.92 , 149.92 , 150.88 , (0.96),0.64%,-, - 
08-10-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,186.79 "," 1,732.92 "," 1,732.92 "," 1,732.92 "," 1,740.62 ", (7.70),0.44%,-, - 
08-10-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,481.67 "," 1,481.67 "," 1,481.67 "," 1,486.04 ", (4.37),0.29%,-, - 
09-10-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,3000,
09-10-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 325.00 , 405.00 , 310.00 , 311.00 , 310.00 , 311.00 , (1.00),0.32%,600, - 
09-10-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.00 , 81.00 , 81.00 , 81.00 , 85.00 , (4.00),4.71%,1300, - 
09-10-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 320.00 , 400.00 , 500.00 , 550.00 , 549.00 , 550.00 , (1.00),0.18%,92700, - 
09-10-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 20.50 , 21.00 , 20.50 , 20.25 , 0.25 ,1.23%,11800, - 
09-10-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 150.00 , 139.00 , 139.00 , 139.00 , 139.00 ,  -  ,-,-,
09-10-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 27.95 , 18.95 , 18.95 , 18.95 , 18.95 ,  -  ,-,-,
09-10-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.25 , 10.60 , 10.50 , 10.60 , (0.10),0.94%,309000, - 
09-10-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 15.30 , 15.65 , 15.40 , 15.30 , 0.10 ,0.65%,158100, - 
09-10-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 166.00 , 166.00 , 166.00 , 165.00 , 1.00 ,0.61%,100, - 
09-10-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 47.00 , 40.75 , 42.00 , 40.75 , 40.50 , 0.25 ,0.62%,320000, - 
09-10-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 6.00 , 6.20 , 6.14 , 6.20 , (0.06),0.97%,22200, - 
09-10-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 95.00 , 95.00 , 95.00 , 92.00 , 3.00 ,3.26%,1000, 23.75 
09-10-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 44.35 , 38.50 , 39.00 , 38.50 , 38.50 ,  -  ,-,228000,
09-10-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.15 , 5.20 , 5.15 , 5.20 , (0.05),0.96%,3700, - 
09-10-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 28.00 , 24.25 , 25.25 , 24.50 , 24.75 , (0.25),1.01%,1001500, 22.27 
09-10-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 90.00 , 90.00 , 90.00 , 90.00 ,  -  ,-,-,
09-10-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 186.00 , 187.00 , 186.75 , 186.00 , 0.75 ,0.40%,500, - 
09-10-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,70000, - 
09-10-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.05 , 1.10 , 1.05 , 1.00 , 0.05 ,5.00%,4400, - 
09-10-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 4.60 , 5.00 , 4.80 , 5.05 , (0.25),4.95%,400, - 
09-10-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.28 , 3.96 , 11.00 , 11.85 , 11.30 , 12.05 , (0.75),6.22%,120600, - 
09-10-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.95 , 5.00 , 4.95 , 5.00 , (0.05),1.00%,10300, - 
09-10-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 11.25 , 1.40 , 1.55 , 1.40 , 1.55 , (0.15),9.68%,20900, - 
09-10-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 70.00 , 73.00 , 70.00 , 72.00 , (2.00),2.78%,81400, - 
09-10-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 2.30 , 2.30 , 2.30 , 2.30 ,  -  ,-,500,
09-10-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 27.50 , 27.50 , 27.50 , 27.25 , 0.25 ,0.92%,100, - 
09-10-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 23.00 , 23.00 , 23.00 , 23.00 ,  -  ,-,-,
09-10-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.75 , 0.80 , 0.75 , 0.80 , (0.05),6.25%,15100, - 
09-10-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 14.25 , 14.25 , 14.25 , 15.00 , (0.75),5.00%,300, - 
09-10-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
09-10-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 146.00 , 146.00 , 146.00 , 146.00 ,  -  ,-,-,
09-10-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 35.90 , 49.00 , 85.50 , 85.50 , 85.50 , 85.50 ,  -  ,-,-,
09-10-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.80 , 2.95 , 2.80 , 2.80 ,  -  ,-,4900,
09-10-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 20.00 , 20.00 , 20.00 , 20.00 ,  -  ,-,200,
09-10-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 15.00 , 15.85 , 15.00 , 15.45 , (0.45),2.91%,48700, - 
09-10-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.75 , 7.00 , 6.80 , 6.75 , 0.05 ,0.74%,214400, - 
09-10-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-,
09-10-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-,
09-10-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 4.45 , 4.95 , 4.45 , 4.50 , (0.05),1.11%,816400, - 
