DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
20-08-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 31.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,-, - 
20-08-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 12.00 , 12.15 , 12.05 , 12.00 , 0.05 ,0.42%,44800, - 
20-08-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 17.05 , 17.30 , 17.10 , 17.10 ,  -  ,-,3597600, - 
20-08-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 194.00 , 194.00 , 194.00 , 194.00 ,  -  ,-,-, - 
20-08-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 49.75 , 51.00 , 50.00 , 50.00 ,  -  ,-,693400, - 
20-08-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 7.80 , 8.00 , 7.92 , 7.92 ,  -  ,-,38300, - 
20-08-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 105.00 , 112.00 , 107.00 , 116.00 , (9.00),7.76%,38100, 26.75 
20-08-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 49.00 , 49.50 , 49.00 , 49.50 , (0.50),1.01%,1087700, - 
20-08-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 6.15 , 6.65 , 6.20 , 6.05 , 0.15 ,2.48%,21400, - 
20-08-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 34.00 , 35.00 , 34.50 , 35.00 , (0.50),1.43%,64400, 31.36 
20-08-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 106.00 , 106.00 , 106.00 , 106.00 ,  -  ,-,7000, - 
20-08-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 206.00 , 212.00 , 208.50 , 208.00 , 0.50 ,0.24%,5700, - 
20-08-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 1.10 , 1.20 , 1.10 , 1.15 , (0.05),4.35%,33300, - 
20-08-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.45 , 1.55 , 1.50 , 1.45 , 0.05 ,3.45%,57500, - 
20-08-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
20-08-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 10.20 , 11.00 , 10.75 , 10.70 , 0.05 ,0.47%,13800, - 
20-08-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.10 , 4.55 , 4.15 , 4.55 , (0.40),8.79%,7400, - 
20-08-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.80 , 1.90 , 1.85 , 1.80 , 0.05 ,2.78%,1000, - 
20-08-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 87.00 , 89.00 , 87.50 , 89.50 , (2.00),2.23%,3300, - 
20-08-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 2.60 , 2.75 , 2.60 , 2.70 , (0.10),3.70%,97400, - 
20-08-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 30.50 , 30.50 , 30.50 , 30.50 ,  -  ,-,-, - 
20-08-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 25.50 , 27.00 , 25.75 , 26.00 , (0.25),0.96%,7900, - 
20-08-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 1.40 , 1.60 , 1.55 , 1.50 , 0.05 ,3.33%,420900, - 
20-08-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 15.20 , 15.20 , 15.20 , 15.00 , 0.20 ,1.33%,18100, - 
20-08-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.50 , 0.05 ,0.91%,-, - 
20-08-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 181.00 , 181.00 , 181.00 , 181.00 ,  -  ,-,-, - 
20-08-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 72.00 , 72.00 , 72.00 , 66.00 , 6.00 ,9.09%,200, - 
20-08-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 3.50 , 3.70 , 3.60 , 3.50 , 0.10 ,2.86%,700, - 
20-08-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,-, - 
20-08-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 17.55 , 17.80 , 17.55 , 17.55 ,  -  ,-,601900, - 
20-08-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.50 , 6.75 , 6.60 , 6.45 , 0.15 ,2.33%,230700, - 
20-08-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
20-08-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
20-08-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 6.05 , 6.20 , 6.15 , 6.00 , 0.15 ,2.50%,232900, - 
20-08-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 30.50 , 30.50 , 30.50 , 30.50 ,  -  ,-,3500, - 
20-08-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 9.40 , 9.50 , 9.45 , 9.40 , 0.05 ,0.53%,3600, - 
20-08-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 14.00 , 14.10 , 14.00 , 14.00 ,  -  ,-,73000, - 
20-08-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 4.55 , 4.80 , 4.60 , 4.65 , (0.05),1.08%,763700, - 
20-08-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 502.00 , 507.00 , 502.00 , 508.00 , (6.00),1.18%,16300, - 
20-08-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 16.10 , 16.30 , 16.10 , 16.10 ,  -  ,-,8400, 4.03 
20-08-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 13.50 , 13.50 , 13.50 , 12.65 , 0.85 ,6.72%,100, - 
20-08-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 23.00 , 24.75 , 24.25 , 24.25 ,  -  ,-,600, - 
20-08-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 34.50 , 35.00 , 34.90 , 35.95 , (1.05),2.92%,14300, - 
20-08-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.70 , 0.75 , 0.70 , 0.70 ,  -  ,-,6500, - 
20-08-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
20-08-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 3.15 , 3.15 , 3.15 , 2.85 , 0.30 ,10.53%,500, - 
20-08-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.50 , 3.50 , 3.50 , 3.50 , 3.45 , 0.05 ,1.45%,2500, - 
20-08-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 17.00 , 17.35 , 17.10 , 17.00 , 0.10 ,0.59%,17400, - 
20-08-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 94.00 , 94.00 , 94.00 , 94.00 ,  -  ,-,-, - 
20-08-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 310.00 , 500.00 , 619.00 , 619.00 , 619.00 , 609.00 , 10.00 ,1.64%,400, - 
20-08-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.80 , 11.90 , 11.80 , 11.80 ,  -  ,-,21900, - 
20-08-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 211.00 , 212.00 , 211.00 , 211.00 ,  -  ,-,22900, - 
20-08-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 3.65 , 3.80 , 3.70 , 3.75 , (0.05),1.33%,41900, - 
20-08-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 82.00 , 82.00 , 82.00 , 82.00 ,  -  ,-,-, - 
20-08-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.75 , 0.80 , 0.75 , 0.75 ,  -  ,-,361600, - 
20-08-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 40.00 , 40.00 , 40.00 , 40.00 ,  -  ,-,-, - 
20-08-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 29.00 , 29.50 , 29.00 , 29.00 ,  -  ,-,7496200, - 
20-08-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 10.30 , 10.30 , 10.30 , 10.20 , 0.10 ,0.98%,3100, - 
20-08-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,835.00 "," 2,100.00 "," 1,220.00 "," 1,220.00 "," 1,220.00 "," 1,220.00 ",  -  ,-,-, - 
20-08-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 218.26 , 220.47 , 218.49 , 219.02 , (0.53),0.24%,-, - 
20-08-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 226.16 , 228.55 , 226.36 , 226.87 , (0.51),0.22%,-, - 
20-08-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.02 "," 3,336.69 "," 3,336.69 "," 3,336.69 "," 3,336.06 ", 0.63 ,0.02%,-, - 
20-08-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,904.50 "," 4,495.43 "," 4,495.43 "," 4,495.43 "," 4,517.13 ", (21.70),0.48%,-, - 
20-08-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 178.78 , 174.31 , 174.31 , 174.31 , 174.59 , (0.28),0.16%,-, - 
