DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
08-11-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,14,14,14,13,1,7.69%,100,
08-11-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,385,385,385,385,0,0.00%,-,
08-11-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,80,85,81,85,-4,-4.71%,2500,
08-11-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,-,
08-11-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19.1,20,19.9,19.65,0.25,1.27%,10000,
08-11-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,138,138,138,138,0,0.00%,400,
08-11-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,36,36,36,36,0,0.00%,-,
08-11-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10.05,10.3,10.25,10.25,0,0.00%,112700,
08-11-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,26.5,26.5,26.5,26.5,0,0.00%,-,
08-11-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.3,12.7,12.4,12.5,-0.1,-0.80%,338400,
08-11-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,57,60,57.5,57,0.5,0.88%,5900,
08-11-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,50,52,50.25,49.9,0.35,0.70%,92700,
08-11-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.85,4.2,4.16,3.82,0.34,8.90%,132300,
08-11-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,21.65,22.05,21.85,21.75,0.1,0.46%,8300,
08-11-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,43.5,45,44,43.5,0.5,1.15%,185300,
08-11-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
08-11-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24.05,24.5,24.15,24.1,0.05,0.21%,49600,
08-11-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,87,87.5,87,87,0,0.00%,1200,
08-11-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,129.25,129.75,129.5,129.75,-0.25,-0.19%,9900,
08-11-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
08-11-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.95,0.96,0.96,0.96,0,0.00%,10700,
08-11-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.8,3.8,3.8,4.22,-0.42,-9.95%,2800,
08-11-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
08-11-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,3.9,3.99,3.91,3.8,0.11,2.89%,24200,
08-11-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.67,5,4.97,4.98,-0.01,-0.20%,85600,
08-11-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,19.8,21.7,20,21.55,-1.55,-7.19%,1057800,
08-11-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,2.85,3,2.97,3.01,-0.04,-1.33%,500,
08-11-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,16,16,16,16,0,0.00%,-,
08-11-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,16,16,16,16,0,0.00%,2600,
08-11-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.22,0.23,0.22,0.22,0,0.00%,65800,
08-11-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,4.8,5,5,4.85,0.15,3.09%,216100,
08-11-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
08-11-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,36,36.5,36.05,36.45,-0.4,-1.10%,47800,
08-11-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,32,32,32,32,0,0.00%,-,
08-11-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.35,1.45,1.38,1.41,-0.03,-2.13%,12300,
08-11-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8,8,8,8,0,0.00%,100,
08-11-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.5,4.7,4.61,4.68,-0.07,-1.50%,335900,
08-11-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
08-11-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
08-11-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.85,1.95,1.9,1.91,-0.01,-0.52%,1122000,
08-11-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.8,24.8,24.8,24.25,0.55,2.27%,3900,
08-11-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.3,6.32,6.3,6.4,-0.1,-1.56%,4100,
08-11-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.5,7.7,7.54,7.82,-0.28,-3.58%,8000,
08-11-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.33,2.45,2.38,2.4,-0.02,-0.83%,127300,
08-11-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,340,350,345.25,343.75,1.5,0.44%,15500,
08-11-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.3,2.35,2.32,2.32,0,0.00%,236600,
08-11-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,6.8,6.8,6.8,7.5,-0.7,-9.33%,1000,
08-11-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12.4,12.4,12.4,12.4,0,0.00%,100,
08-11-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,17.65,17.8,17.65,17.65,0,0.00%,54600,
08-11-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.38,0.41,0.4,0.41,-0.01,-2.44%,91200,
08-11-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
08-11-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.9,2,1.97,1.92,0.05,2.60%,700,
08-11-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.3,1.3,1.3,1.3,0,0.00%,1100,
08-11-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.1,8.38,8.2,8.32,-0.12,-1.44%,26000,
08-11-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,64.5,71,66.25,70,-3.75,-5.36%,1200,
08-11-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,430,430,430,430,0,0.00%,1700,
08-11-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,13,13.2,13.05,13.05,0,0.00%,41100,
08-11-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,164,169,165.25,169,-3.75,-2.22%,50300,
08-11-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.35,1.35,1.35,1.35,0,0.00%,1300,
08-11-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
08-11-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,28.5,28.5,28.5,28.5,0,0.00%,-,
08-11-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,39.9,40.7,40.05,40.2,-0.15,-0.37%,2162200,
08-11-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.96,7.06,7,7.06,-0.06,-0.85%,6800,
08-11-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1815,1815,1815,1815,0,0.00%,-,
08-11-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,205.89,209.8,206.63,206.7,-0.07,-0.03%,-,
08-11-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,226.77,230.3,227.4,227.71,-0.31,-0.14%,-,
08-11-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1935.91,1935.91,1935.91,1948.87,-12.96,-0.67%,-,
08-11-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3749.82,3749.82,3749.82,3757.8,-7.98,-0.21%,-,
08-11-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,170.41,170.41,170.41,170.94,-0.53,-0.31%,-,
08-11-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2100.1,2100.1,2100.1,2103.85,-3.75,-0.18%,-,
08-11-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1619.51,1619.51,1619.51,1623.13,-3.62,-0.22%,-,
09-11-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,14,14,14,14,0,0.00%,-,
09-11-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,385,385,385,385,0,0.00%,-,
09-11-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,81,81,81,81,0,0.00%,-,
09-11-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,100,
09-11-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19.9,19,19.9,-0.9,-4.52%,11600,
09-11-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,134,134,134,138,-4,-2.90%,200,
09-11-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,36,36,36,36,0,0.00%,-,
09-11-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10.25,10.45,10.4,10.25,0.15,1.46%,1089400,
09-11-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,26.5,28.5,27,26.5,0.5,1.89%,134500,
09-11-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12,12.5,12.4,12.4,0,0.00%,831000,
09-11-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,60,60,60,57.5,2.5,4.35%,1300,
09-11-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,50.5,52,51.75,50.25,1.5,2.99%,2096700,
09-11-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,4,4.57,4.17,4.16,0.01,0.24%,4670500,
09-11-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,21.8,22.5,21.8,21.85,-0.05,-0.23%,5200,
09-11-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,43.8,46.5,44.4,44,0.4,0.91%,2979600,
09-11-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
09-11-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24.1,24.5,24.15,24.15,0,0.00%,52600,
09-11-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,87,87,87,87,0,0.00%,-,
09-11-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,129,129.75,129.25,129.5,-0.25,-0.19%,35200,
09-11-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
09-11-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.95,0.95,0.95,0.96,-0.01,-1.04%,3600,
09-11-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.8,3.8,3.8,3.8,0,0.00%,-,
09-11-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
09-11-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,3.9,3.94,3.91,3.91,0,0.00%,12900,
09-11-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.67,5,4.98,4.97,0.01,0.20%,114900,
09-11-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,19.4,20.1,20,20,0,0.00%,42400,
09-11-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,2.69,3,2.81,2.97,-0.16,-5.39%,20000,
09-11-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,16,16,16,16,0,0.00%,600,
09-11-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,16,16,16,16,0,0.00%,-,
09-11-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.22,0.23,0.22,0.22,0,0.00%,19100,
09-11-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,4.5,5,4.54,5,-0.46,-9.20%,59400,
09-11-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
09-11-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,35.1,36.5,35.5,36.05,-0.55,-1.53%,42300,
09-11-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,33.6,33.6,33.6,32,1.6,5.00%,1000,
09-11-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.25,1.44,1.28,1.38,-0.1,-7.25%,8000,
09-11-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8,8,8,8,0,0.00%,-,
09-11-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.5,4.59,4.52,4.61,-0.09,-1.95%,206300,
09-11-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
09-11-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
09-11-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.85,1.92,1.9,1.9,0,0.00%,1290000,
09-11-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.3,24.9,24.8,24.8,0,0.00%,7900,
09-11-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.4,6.4,6.4,6.3,0.1,1.59%,11400,
09-11-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.5,7.9,7.54,7.54,0,0.00%,38900,
09-11-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.17,2.45,2.36,2.38,-0.02,-0.84%,64000,
09-11-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,345.25,345.25,345.25,345.25,0,0.00%,-,
09-11-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.3,2.4,2.33,2.32,0.01,0.43%,115000,
09-11-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7,7.1,7,6.8,0.2,2.94%,8600,
09-11-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12.5,12.5,12.5,12.4,0.1,0.81%,400,
09-11-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,17.65,17.9,17.7,17.65,0.05,0.28%,49100,
09-11-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.37,0.4,0.39,0.4,-0.01,-2.50%,23300,
09-11-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
09-11-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.97,1.97,1.97,1.97,0,0.00%,400,
09-11-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.3,1.3,1.3,1.3,0,0.00%,1000,
09-11-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.3,8.5,8.4,8.2,0.2,2.44%,9400,
09-11-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,66.25,70,68.75,66.25,2.5,3.77%,1200,
09-11-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,428.25,428.25,428.25,430,-1.75,-0.41%,1100,
09-11-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,13,13.2,13.05,13.05,0,0.00%,24400,
09-11-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,160,165,165,165.25,-0.25,-0.15%,204100,
09-11-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.35,1.35,1.35,1.35,0,0.00%,2000,
09-11-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
09-11-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,28.5,28.5,28.5,28.5,0,0.00%,-,
09-11-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,39.9,40.35,40.1,40.05,0.05,0.12%,15943500,
09-11-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.5,7.08,7.06,7,0.06,0.86%,37400,
09-11-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1815,1815,1815,1815,0,0.00%,-,
09-11-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,206.32,211.01,208.37,206.63,1.74,0.84%,-,
09-11-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,226.88,230.4,228.8,227.4,1.4,0.62%,-,
09-11-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1934.83,1934.83,1934.83,1935.91,-1.08,-0.06%,-,
09-11-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3775.33,3775.33,3775.33,3749.82,25.51,0.68%,-,
09-11-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,171.03,171.03,171.03,170.41,0.62,0.36%,-,
09-11-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2118.32,2118.32,2118.32,2100.1,18.22,0.87%,-,
09-11-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1631.37,1631.37,1631.37,1619.51,11.86,0.73%,-,
10-11-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,14,14,14,14,0,0.00%,-,
10-11-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,385,385,385,385,0,0.00%,100,
10-11-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,81,81,81,81,0,0.00%,-,
10-11-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,-,
10-11-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19,19,19,0,0.00%,15300,
10-11-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,134,134,134,134,0,0.00%,-,
10-11-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,36,36,36,36,0,0.00%,300,
10-11-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10.25,10.4,10.3,10.4,-0.1,-0.96%,169300,
10-11-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,28.5,28.5,28.5,27,1.5,5.56%,400,
10-11-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.1,12.4,12.35,12.4,-0.05,-0.40%,71500,
10-11-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,57.75,60,57.75,60,-2.25,-3.75%,14200,
10-11-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,52.25,53.75,53.25,51.75,1.5,2.90%,5468600,
10-11-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,4,4.57,4.24,4.17,0.07,1.68%,41400,
10-11-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,21.8,22.4,22.25,21.8,0.45,2.06%,2900,
10-11-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,44,46,44.65,44.4,0.25,0.56%,600700,
10-11-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
10-11-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,23.95,24.25,24.05,24.15,-0.1,-0.41%,187800,
10-11-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,87,87.25,87.25,87,0.25,0.29%,11000,
10-11-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,129,129.75,129.5,129.25,0.25,0.19%,8300,
10-11-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
10-11-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.89,0.95,0.89,0.95,-0.06,-6.32%,86200,
10-11-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.8,3.8,3.8,3.8,0,0.00%,2100,
10-11-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
10-11-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,3.89,4,3.95,3.91,0.04,1.02%,90300,
10-11-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.68,5.4,4.96,4.98,-0.02,-0.40%,9000,
10-11-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,19.5,20.5,20,20,0,0.00%,14500,
10-11-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,2.99,3,2.99,2.81,0.18,6.41%,2300,
10-11-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,16,16,16,16,0,0.00%,300,
10-11-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,16.7,16.95,16.85,16,0.85,5.31%,3400,
10-11-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.22,0.23,0.22,0.22,0,0.00%,12500,
10-11-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,4.55,4.8,4.6,4.54,0.06,1.32%,34200,
10-11-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
10-11-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,35.05,36.5,35.15,35.5,-0.35,-0.99%,17000,
10-11-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,31.5,33.6,32.7,33.6,-0.9,-2.68%,39400,
10-11-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.2,1.3,1.25,1.28,-0.03,-2.34%,11800,
10-11-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8,8,8,8,0,0.00%,300,
10-11-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.55,4.7,4.6,4.52,0.08,1.77%,124900,
10-11-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
10-11-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
10-11-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.81,1.9,1.88,1.9,-0.02,-1.05%,2729300,
10-11-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.9,25,24.95,24.8,0.15,0.60%,21000,
10-11-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.3,6.3,6.3,6.4,-0.1,-1.56%,100,
10-11-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.5,7.6,7.52,7.54,-0.02,-0.27%,26600,
10-11-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.4,2.45,2.41,2.36,0.05,2.12%,6600,
10-11-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,345.25,345.25,345.25,345.25,0,0.00%,-,
10-11-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.3,2.5,2.32,2.33,-0.01,-0.43%,113700,
10-11-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7,7,7,7,0,0.00%,-,
10-11-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12.5,12.5,12.5,12.5,0,0.00%,100,
10-11-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,17.4,17.9,17.5,17.7,-0.2,-1.13%,1312900,
10-11-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.4,0.4,0.39,0.01,2.56%,95900,
10-11-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
